,wheat,corn,dairy,beef,chicken,rice,apple,potatoes,broccoli,carrots,target
8329,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,none
8330,2.0,5.0,4.0,1.0,4.0,4.0,5.0,1.0,1.0,4.0,none
8331,2.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,none
8332,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,none
8333,1.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,none
8334,4.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,1.0,4.0,apple
8335,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,none
8336,4.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,none
8337,3.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,none
8338,1.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,none
8339,3.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,none
8340,4.0,1.0,2.0,3.0,5.0,1.0,4.0,4.0,4.0,5.0,none
8341,5.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,none
8342,5.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,1.0,3.0,none
8343,1.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,none
8344,2.0,4.0,4.0,1.0,4.0,2.0,3.0,5.0,3.0,1.0,none
8345,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,none
8346,4.0,2.0,1.0,5.0,1.0,2.0,5.0,4.0,4.0,3.0,none
8347,1.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,3.0,3.0,potatoes
8348,2.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,none
8349,2.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,corn
8350,3.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,none
8351,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,none
8352,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,none
8353,5.0,5.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,none
8354,4.0,3.0,1.0,4.0,5.0,4.0,2.0,4.0,5.0,2.0,none
8355,4.0,5.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,none
8356,5.0,4.0,4.0,2.0,4.0,5.0,4.0,1.0,4.0,5.0,none
8357,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,none
8358,4.0,2.0,4.0,4.0,1.0,3.0,2.0,5.0,5.0,4.0,none
8359,1.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,none
8360,4.0,1.0,5.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,none
8361,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,none
8362,4.0,4.0,5.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,none
8363,2.0,3.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,none
8364,3.0,5.0,2.0,1.0,4.0,2.0,5.0,3.0,1.0,4.0,none
8365,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,carrots
8366,4.0,4.0,4.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,none
8367,4.0,5.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,none
8368,1.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,broccoli
8369,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,none
8370,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,none
8371,4.0,3.0,5.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,none
8372,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,none
8373,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,none
8374,4.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,none
8375,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,none
8376,4.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,none
8377,1.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,3.0,none
8378,1.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,none
8379,3.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,none
8380,3.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,none
8381,5.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,none
8382,3.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,none
8383,5.0,5.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,none
8384,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,none
8385,4.0,3.0,4.0,2.0,1.0,5.0,5.0,4.0,4.0,2.0,none
8386,1.0,1.0,5.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,none
8387,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,none
8388,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,potatoes
8389,2.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,none
8390,3.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,none
8391,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,none
8392,5.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,none
8393,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,none
8394,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,none
8395,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,none
8396,5.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,none
8397,3.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,none
8398,4.0,4.0,2.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,none
8399,4.0,1.0,5.0,1.0,4.0,1.0,3.0,4.0,1.0,5.0,none
8400,3.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,none
8401,1.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,none
8402,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,none
8403,1.0,4.0,5.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,none
8404,3.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,none
8405,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,none
8406,4.0,1.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,none
8407,1.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,none
8408,4.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,none
8409,4.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,none
8410,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,none
8411,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,none
8412,4.0,5.0,1.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,none
8413,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,none
8414,1.0,1.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,none
8415,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,none
8416,3.0,2.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,1.0,none
8417,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,none
8418,4.0,4.0,2.0,1.0,4.0,5.0,2.0,4.0,5.0,4.0,none
8419,3.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,none
8420,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,none
8421,5.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,5.0,none
8422,3.0,1.0,4.0,3.0,4.0,1.0,2.0,5.0,2.0,4.0,none
8423,4.0,4.0,3.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,none
8424,4.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,none
8425,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,1.0,1.0,none
8426,5.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,none
8427,4.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,none
8428,3.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,none
8429,2.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,none
8430,2.0,4.0,4.0,1.0,4.0,2.0,5.0,4.0,4.0,3.0,none
8431,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,none
8432,4.0,1.0,4.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,none
8433,5.0,4.0,4.0,3.0,2.0,5.0,1.0,5.0,2.0,4.0,none
8434,2.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,none
8435,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,5.0,4.0,none
8436,5.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,5.0,1.0,none
8437,2.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,5.0,none
8438,4.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,none
8439,5.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,1.0,5.0,none
8440,4.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,none
8441,4.0,1.0,3.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,none
8442,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,none
8443,2.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,none
8444,4.0,1.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,none
8445,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,none
8446,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,none
8447,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,none
8448,3.0,5.0,1.0,5.0,2.0,1.0,4.0,4.0,2.0,5.0,none
8449,4.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,5.0,2.0,none
8450,4.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,none
8451,4.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,none
8452,4.0,2.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,none
8453,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,none
8454,5.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,none
8455,4.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,none
8456,1.0,3.0,5.0,2.0,2.0,4.0,4.0,5.0,2.0,4.0,none
8457,4.0,1.0,4.0,1.0,5.0,4.0,2.0,1.0,2.0,5.0,none
8458,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,none
8459,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,none
8460,2.0,4.0,1.0,4.0,4.0,5.0,1.0,3.0,4.0,2.0,none
8461,2.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,none
8462,4.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,none
8463,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,none
8464,1.0,4.0,4.0,2.0,1.0,5.0,3.0,1.0,3.0,4.0,none
8465,5.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,none
8466,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,none
8467,4.0,4.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,none
8468,5.0,3.0,4.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,none
8469,1.0,5.0,2.0,4.0,4.0,2.0,5.0,1.0,3.0,2.0,none
8470,4.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,none
8471,3.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,none
8472,4.0,1.0,5.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,none
8473,4.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,none
8474,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,none
8475,4.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,2.0,3.0,none
8476,3.0,5.0,4.0,1.0,5.0,4.0,2.0,2.0,4.0,4.0,none
8477,2.0,4.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,none
8478,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,none
8479,4.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,none
8480,2.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,none
8481,4.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,none
8482,3.0,4.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,2.0,none
8483,1.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,4.0,none
8484,1.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,none
8485,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,none
8486,4.0,2.0,2.0,2.0,1.0,5.0,2.0,5.0,4.0,1.0,none
8487,2.0,5.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0,none
8488,4.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,none
8489,2.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,none
8490,5.0,1.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,none
8491,4.0,5.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,none
8492,1.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,none
8493,4.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,none
8494,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,none
8495,1.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,4.0,1.0,none
8496,1.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,2.0,none
8497,2.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,none
8498,1.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,none
8499,1.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,none
8500,3.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,none
8501,4.0,5.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,5.0,none
8502,5.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,none
8503,4.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,none
8504,5.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,none
8505,5.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,1.0,none
8506,2.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,none
8507,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,beef
8508,5.0,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,none
8509,3.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,none
8510,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,none
8511,2.0,4.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,none
8512,1.0,3.0,4.0,4.0,3.0,5.0,5.0,1.0,3.0,1.0,none
8513,2.0,2.0,4.0,3.0,5.0,2.0,5.0,4.0,2.0,2.0,none
8514,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,none
8515,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,none
8516,2.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,none
8517,5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,none
8518,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,1.0,none
8519,5.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,none
8520,4.0,4.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,none
8521,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,apple
8522,2.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,none
8523,2.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,4.0,none
8524,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,none
8525,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,none
8526,3.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,none
8527,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,none
8528,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,none
8529,5.0,5.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,none
8530,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,none
8531,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,none
8532,5.0,4.0,4.0,4.0,5.0,4.0,1.0,2.0,4.0,1.0,none
8533,2.0,5.0,2.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,none
8534,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,none
8535,3.0,1.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,none
8536,1.0,1.0,4.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,none
8537,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,none
8538,4.0,4.0,2.0,1.0,2.0,3.0,3.0,5.0,4.0,5.0,none
8539,3.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,none
8540,1.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,none
8541,2.0,5.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,4.0,none
8542,4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,none
8543,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,none
8544,4.0,5.0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,3.0,none
8545,4.0,5.0,4.0,2.0,3.0,4.0,2.0,5.0,4.0,5.0,none
8546,4.0,4.0,4.0,2.0,4.0,4.0,1.0,5.0,1.0,2.0,broccoli
8547,1.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,4.0,none
8548,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,none
8549,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,none
8550,1.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,none
8551,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,none
8552,4.0,5.0,5.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,none
8553,3.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,none
8554,4.0,4.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,none
8555,1.0,5.0,2.0,1.0,4.0,5.0,5.0,3.0,2.0,4.0,none
8556,4.0,4.0,2.0,4.0,1.0,5.0,5.0,3.0,3.0,2.0,none
8557,4.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,none
8558,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,none
8559,4.0,2.0,1.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,none
8560,1.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,5.0,1.0,none
8561,4.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,none
8562,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,none
8563,4.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,none
8564,4.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,none
8565,1.0,4.0,2.0,1.0,4.0,4.0,1.0,5.0,4.0,5.0,none
8566,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,none
8567,1.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,4.0,none
8568,5.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,none
8569,2.0,5.0,3.0,1.0,5.0,3.0,4.0,4.0,2.0,4.0,none
8570,2.0,5.0,5.0,2.0,4.0,4.0,1.0,4.0,5.0,1.0,none
8571,5.0,4.0,1.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,none
8572,1.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,4.0,3.0,none
8573,4.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,none
8574,4.0,3.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,none
8575,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,none
8576,1.0,4.0,1.0,1.0,5.0,5.0,4.0,1.0,4.0,4.0,none
8577,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,none
8578,5.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,none
8579,1.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,none
8580,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,none
8581,4.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,none
8582,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,none
8583,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,1.0,none
8584,4.0,5.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,4.0,none
8585,4.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,4.0,none
8586,4.0,2.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,3.0,none
8587,2.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,beef
8588,4.0,2.0,2.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,none
8589,4.0,2.0,4.0,5.0,1.0,4.0,2.0,4.0,3.0,2.0,none
8590,3.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,none
8591,2.0,4.0,4.0,2.0,5.0,3.0,1.0,4.0,4.0,5.0,none
8592,1.0,4.0,3.0,4.0,1.0,4.0,5.0,2.0,4.0,3.0,none
8593,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,none
8594,1.0,5.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,none
8595,5.0,5.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,none
8596,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,none
8597,3.0,5.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0,none
8598,2.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,5.0,4.0,none
8599,1.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,none
8600,3.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,none
8601,3.0,2.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,4.0,none
8602,4.0,1.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,none
8603,1.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,none
8604,1.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,none
8605,1.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,none
8606,5.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,1.0,none
8607,4.0,2.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,4.0,none
8608,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,none
8609,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,none
8610,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,none
8611,5.0,5.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,4.0,none
8612,4.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,none
8613,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,none
8614,4.0,4.0,1.0,3.0,5.0,1.0,3.0,4.0,4.0,5.0,none
8615,4.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,none
8616,4.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,5.0,none
8617,4.0,3.0,5.0,4.0,3.0,5.0,4.0,1.0,4.0,5.0,none
8618,3.0,4.0,3.0,5.0,1.0,2.0,1.0,4.0,3.0,3.0,none
8619,4.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,none
8620,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,none
8621,2.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,none
8622,4.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,none
8623,5.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,none
8624,2.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,none
8625,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,none
8626,5.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,none
8627,4.0,4.0,4.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,none
8628,2.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,4.0,3.0,none
8629,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,none
8630,3.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,1.0,none
8631,1.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,none
8632,2.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,5.0,wheat
8633,5.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,none
8634,4.0,4.0,3.0,1.0,3.0,5.0,5.0,2.0,1.0,2.0,none
8635,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,none
8636,4.0,2.0,3.0,4.0,3.0,5.0,1.0,5.0,3.0,2.0,none
8637,1.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,none
